fare_id,route_id,origin_id,destination_id,contains_id
5112,76223,,,
5112,76226,,,
5112,76228,,,
5112,76230,,,
5112,76231,,,
5112,76232,,,
5112,76233,,,
5112,76234,,,
5112,76235,,,
5112,76241,,,
5112,76242,,,
5112,76243,,,
5112,76272,,,
5112,76273,,,
5112,76274,,,
5153,76284,,,
5153,76285,,,
5153,76286,,,
5153,76287,,,
